MANDT,VBELN,POSNR,MATNR,ARKTX,KWMENG,MEINS,NETWR,WAERK,WERKS,LGORT,ROUTE,PSTYV,ABGRU,LFSTA,FKSTA,GBSTA,NETPR,KPEIN,ERNAM,OBJNR,ERDAT,FAKSP,ERZET,VGTYP,VGBEL,VGPOS,FKREL,KDMAT,BRGEW,NTGEW,GEWEI,VRKME
100,1000000348,20,MAT00020,Material MAT00020,47.0,EA,77571.62,USD,P003,SL03,5,TAN,,C,C,C,1650.46,1,SALEUSER3,OR1000000348000020,2024-05-02,,08:45:32,C,8000000348.0,20.0,C,,55.31,83.07,KG,L
100,1000000349,10,MAT00025,Material MAT00025,41.0,EA,75863.12,USD,P001,SL02,3,TAN,,C,C,C,1850.32,1,SALEUSER1,OR1000000349000010,2024-05-25,,13:17:34,C,8000000349.0,10.0,A,CUST-MAT-2714,64.84,56.69,KG,EA
100,1000000350,10,MAT00028,Material MAT00028,43.0,EA,76239.0,USD,P003,SL01,1,TAN,,C,C,C,1773.0,1,SALEUSER2,OR1000000350000010,2024-05-29,,17:26:20,B,8000000350.0,10.0,B,,54.03,5.37,KG,L
100,1000000351,10,MAT00026,Material MAT00026,15.0,EA,8055.45,USD,P002,SL03,1,TAN,,C,C,C,537.03,1,SALEUSER3,OR1000000351000010,2024-05-17,,11:21:50,,8000000351.0,10.0,D,,69.03,9.11,KG,EA
100,1000000352,10,MAT00016,Material MAT00016,30.0,EA,18281.4,USD,P001,SL03,3,TAN,,C,C,C,609.38,1,SALEUSER2,OR1000000352000010,2024-02-17,,14:55:44,C,8000000352.0,10.0,B,,21.72,29.95,KG,KG
100,1000000353,10,MAT00019,Material MAT00019,143.0,EA,27955.07,USD,P003,SL01,2,TAN,,C,C,C,195.49,1,SALEUSER3,OR1000000353000010,2024-04-22,,15:30:28,B,8000000353.0,10.0,C,,83.77,42.06,KG,KG
100,1000000354,10,MAT00025,Material MAT00025,135.0,EA,256066.65,USD,P003,SL03,5,TAN,,C,C,C,1896.79,1,SALEUSER3,OR1000000354000010,2024-08-15,,07:12:15,,8000000354.0,10.0,C,,72.26,9.88,KG,L
100,1000000355,10,MAT00031,Material MAT00031,22.0,EA,2176.46,USD,P002,SL01,3,TAN,,C,C,C,98.93,1,SALEUSER2,OR1000000355000010,2024-05-10,,07:41:25,C,8000000355.0,10.0,C,CUST-MAT-9625,51.35,64.0,KG,EA
100,1000000355,20,MAT00023,Material MAT00023,120.0,EA,238682.4,USD,P002,SL01,1,TAN,,C,C,C,1989.02,1,SALEUSER2,OR1000000355000020,2024-05-10,,15:55:37,C,8000000355.0,20.0,C,,78.05,67.72,KG,PC
100,1000000356,10,MAT00019,Material MAT00019,33.0,EA,19725.75,USD,P003,SL02,1,TAN,,C,C,C,597.75,1,SALEUSER2,OR1000000356000010,2024-08-07,,17:10:34,,8000000356.0,10.0,B,CUST-MAT-5096,53.75,16.67,KG,ST
100,1000000356,20,MAT00030,Material MAT00030,48.0,EA,93337.44,USD,P003,SL02,5,TAN,,C,C,C,1944.53,1,SALEUSER2,OR1000000356000020,2024-08-07,,14:10:41,C,8000000356.0,20.0,C,CUST-MAT-3023,89.79,16.49,KG,EA
100,1000000357,10,MAT00021,Material MAT00021,145.0,EA,14890.05,USD,P001,SL03,4,TAN,,C,C,C,102.69,1,SALEUSER2,OR1000000357000010,2024-08-25,,17:27:01,,8000000357.0,10.0,D,,86.21,28.04,KG,L
100,1000000358,10,MAT00027,Material MAT00027,183.0,EA,16369.35,USD,P003,SL01,3,TAN,,C,C,C,89.45,1,SALEUSER3,OR1000000358000010,2024-09-06,,15:29:24,,8000000358.0,10.0,B,CUST-MAT-9248,93.92,6.02,KG,L
100,1000000358,20,MAT00017,Material MAT00017,166.0,EA,178871.64,USD,P003,SL01,3,TAN,,C,C,C,1077.54,1,SALEUSER3,OR1000000358000020,2024-09-06,,15:01:11,,8000000358.0,20.0,A,,26.09,44.27,KG,PC
100,1000000359,10,MAT00023,Material MAT00023,170.0,EA,245320.2,USD,P001,SL03,4,TAN,,C,C,C,1443.06,1,SALEUSER2,OR1000000359000010,2024-08-06,,14:56:11,B,8000000359.0,10.0,B,CUST-MAT-2371,67.11,77.98,KG,EA
100,1000000359,20,MAT00033,Material MAT00033,39.0,EA,55476.33,USD,P001,SL03,5,TAN,,C,C,C,1422.47,1,SALEUSER2,OR1000000359000020,2024-08-06,,13:22:46,B,8000000359.0,20.0,D,,16.66,37.96,KG,ST
100,1000000360,10,MAT00028,Material MAT00028,135.0,EA,214412.4,USD,P002,SL01,5,TAN,,C,C,C,1588.24,1,SALEUSER2,OR1000000360000010,2024-01-18,,15:08:04,,8000000360.0,10.0,C,,94.62,87.27,KG,L
100,1000000361,10,MAT00023,Material MAT00023,184.0,EA,254711.2,USD,P001,SL02,1,TAN,,C,A,B,1384.3,1,SALEUSER2,OR1000000361000010,2024-06-11,,14:32:35,B,8000000361.0,10.0,B,,26.18,1.25,KG,PC
100,1000000362,10,MAT00018,Material MAT00018,92.0,EA,67112.16,USD,P001,SL02,4,TAN,,C,C,C,729.48,1,SALEUSER2,OR1000000362000010,2024-01-07,,10:07:52,B,8000000362.0,10.0,B,,52.27,1.14,KG,EA
100,1000000363,10,MAT00026,Material MAT00026,66.0,EA,68195.16,USD,P003,SL02,5,TAN,,C,C,C,1033.26,1,SALEUSER1,OR1000000363000010,2024-04-05,,08:02:30,C,8000000363.0,10.0,B,,19.91,6.01,KG,ST
100,1000000363,20,MAT00025,Material MAT00025,65.0,EA,55749.2,USD,P003,SL02,2,TAN,,C,C,C,857.68,1,SALEUSER1,OR1000000363000020,2024-04-05,,10:17:23,B,8000000363.0,20.0,C,,32.43,24.0,KG,L
100,1000000364,10,MAT00016,Material MAT00016,16.0,EA,1998.72,USD,P001,SL01,3,TAN,,C,C,C,124.92,1,SALEUSER3,OR1000000364000010,2024-08-30,,08:01:33,C,8000000364.0,10.0,C,,97.48,82.66,KG,EA
100,1000000365,10,MAT00022,Material MAT00022,178.0,EA,332395.42,USD,P001,SL01,1,TAN,,C,C,C,1867.39,1,SALEUSER2,OR1000000365000010,2024-08-06,,13:09:26,,8000000365.0,10.0,A,,89.95,71.77,KG,PC
100,1000000366,10,MAT00030,Material MAT00030,35.0,EA,10688.3,USD,P002,SL03,4,TAN,,C,C,C,305.38,1,SALEUSER1,OR1000000366000010,2024-04-27,,07:08:56,C,8000000366.0,10.0,D,,11.22,19.65,KG,PC
100,1000000366,20,MAT00018,Material MAT00018,72.0,EA,31478.4,USD,P002,SL03,1,TAN,,C,C,C,437.2,1,SALEUSER1,OR1000000366000020,2024-04-27,,09:00:22,B,8000000366.0,20.0,C,CUST-MAT-4171,44.35,29.76,KG,EA
100,1000000367,10,MAT00022,Material MAT00022,168.0,EA,165627.84,USD,P003,SL01,5,TAN,,C,C,C,985.88,1,SALEUSER3,OR1000000367000010,2024-06-03,,16:44:10,C,8000000367.0,10.0,A,,54.22,47.52,KG,L
100,1000000368,10,MAT00017,Material MAT00017,120.0,EA,236942.4,USD,P002,SL03,5,TAN,1.0,A,A,C,1974.52,1,SALEUSER1,OR1000000368000010,2024-02-15,,13:18:08,B,,,B,,91.15,66.35,KG,ST
100,1000000369,10,MAT00018,Material MAT00018,170.0,EA,89474.4,USD,P003,SL02,2,TAN,1.0,A,A,C,526.32,1,SALEUSER3,OR1000000369000010,2024-08-11,,09:17:23,,,,C,,1.24,40.41,KG,PC
100,1000000370,10,MAT00033,Material MAT00033,27.0,EA,32982.66,USD,P003,SL01,3,TAN,,C,C,C,1221.58,1,SALEUSER3,OR1000000370000010,2024-09-25,,12:53:22,B,8000000370.0,10.0,A,,0.26,27.63,KG,ST
100,1000000371,10,MAT00023,Material MAT00023,80.0,EA,37429.6,USD,P001,SL01,4,TAN,,C,C,C,467.87,1,SALEUSER3,OR1000000371000010,2024-04-26,,15:51:10,,8000000371.0,10.0,C,,48.22,14.3,KG,KG
100,1000000372,10,MAT00022,Material MAT00022,62.0,EA,34348.62,USD,P003,SL03,1,TAN,,C,C,C,554.01,1,SALEUSER3,OR1000000372000010,2024-07-19,,09:52:29,,8000000372.0,10.0,D,CUST-MAT-4774,77.79,48.53,KG,EA
100,1000000373,10,MAT00017,Material MAT00017,18.0,EA,29944.26,USD,P003,SL01,3,TAN,,C,C,C,1663.57,1,SALEUSER2,OR1000000373000010,2024-04-24,,11:36:21,,8000000373.0,10.0,D,CUST-MAT-6762,92.02,21.89,KG,EA
100,1000000374,10,MAT00023,Material MAT00023,167.0,EA,277124.81,USD,P001,SL02,5,TAN,,C,C,C,1659.43,1,SALEUSER2,OR1000000374000010,2024-07-13,,08:05:41,B,8000000374.0,10.0,B,,46.92,71.47,KG,KG
100,1000000375,10,MAT00017,Material MAT00017,105.0,EA,159548.55,USD,P003,SL02,3,TAN,,C,C,C,1519.51,1,SALEUSER3,OR1000000375000010,2024-02-08,,16:14:42,C,8000000375.0,10.0,A,,48.34,68.57,KG,EA
100,1000000375,20,MAT00025,Material MAT00025,117.0,EA,214797.96,USD,P003,SL02,1,TAN,,C,C,C,1835.88,1,SALEUSER3,OR1000000375000020,2024-02-08,,07:12:08,C,8000000375.0,20.0,B,,73.26,68.6,KG,L
100,1000000376,10,MAT00029,Material MAT00029,89.0,EA,35131.86,USD,P002,SL02,3,TAN,,C,C,C,394.74,1,SALEUSER3,OR1000000376000010,2024-02-04,,14:23:31,B,8000000376.0,10.0,B,,1.16,55.52,KG,L
100,1000000377,10,MAT00020,Material MAT00020,2.0,EA,3651.46,USD,P001,SL01,5,TAN,,C,C,C,1825.73,1,SALEUSER2,OR1000000377000010,2024-07-06,,11:31:05,,8000000377.0,10.0,D,,42.24,61.63,KG,PC
100,1000000378,10,MAT00017,Material MAT00017,144.0,EA,262618.56,USD,P003,SL03,3,TAN,,C,A,B,1823.74,1,SALEUSER3,OR1000000378000010,2024-03-25,,11:43:13,B,8000000378.0,10.0,A,CUST-MAT-1499,66.53,82.05,KG,L
100,1000000378,20,MAT00025,Material MAT00025,161.0,EA,305265.66,USD,P003,SL03,4,TAN,,C,A,B,1896.06,1,SALEUSER3,OR1000000378000020,2024-03-25,,10:19:01,,8000000378.0,20.0,A,CUST-MAT-8590,43.61,43.37,KG,L
100,1000000379,10,MAT00018,Material MAT00018,185.0,EA,82014.2,USD,P003,SL01,3,TAN,,C,C,C,443.32,1,SALEUSER2,OR1000000379000010,2024-02-22,,08:42:02,B,8000000379.0,10.0,D,,97.14,42.95,KG,PC
100,1000000380,10,MAT00019,Material MAT00019,31.0,EA,57681.39,USD,P002,SL02,4,TAN,,C,A,B,1860.69,1,SALEUSER2,OR1000000380000010,2024-08-05,,12:52:07,C,8000000380.0,10.0,B,CUST-MAT-6564,23.8,84.09,KG,KG
100,1000000381,10,MAT00018,Material MAT00018,117.0,EA,199405.44,USD,P001,SL01,3,TAN,,C,C,C,1704.32,1,SALEUSER1,OR1000000381000010,2024-09-23,,15:04:52,B,8000000381.0,10.0,C,,46.56,88.47,KG,KG
100,1000000382,10,MAT00033,Material MAT00033,13.0,EA,25808.12,USD,P003,SL02,5,TAN,,C,A,B,1985.24,1,SALEUSER1,OR1000000382000010,2024-01-26,,13:42:13,C,8000000382.0,10.0,C,,14.52,22.5,KG,PC
100,1000000383,10,MAT00028,Material MAT00028,89.0,EA,29971.64,USD,P002,SL03,2,TAN,,C,A,B,336.76,1,SALEUSER1,OR1000000383000010,2024-08-25,,10:15:30,B,8000000383.0,10.0,C,CUST-MAT-4135,60.41,53.6,KG,L
100,1000000384,10,MAT00033,Material MAT00033,27.0,EA,30326.4,USD,P003,SL01,2,TAN,,C,C,C,1123.2,1,SALEUSER2,OR1000000384000010,2024-05-28,,13:19:19,B,8000000384.0,10.0,A,,0.36,71.09,KG,PC
100,1000000385,10,MAT00021,Material MAT00021,193.0,EA,139116.33,USD,P001,SL01,4,TAN,,C,A,B,720.81,1,SALEUSER3,OR1000000385000010,2024-01-24,,06:03:22,B,8000000385.0,10.0,B,,42.16,15.04,KG,ST
100,1000000386,10,MAT00029,Material MAT00029,197.0,EA,25956.72,USD,P002,SL01,4,TAN,,C,C,C,131.76,1,SALEUSER1,OR1000000386000010,2024-07-06,,12:31:39,C,8000000386.0,10.0,C,CUST-MAT-6728,48.33,69.25,KG,L
100,1000000386,20,MAT00021,Material MAT00021,93.0,EA,71428.65,USD,P002,SL01,2,TAN,,C,C,C,768.05,1,SALEUSER1,OR1000000386000020,2024-07-06,,11:34:05,,8000000386.0,20.0,C,CUST-MAT-6483,83.85,14.8,KG,EA
100,1000000387,10,MAT00032,Material MAT00032,114.0,EA,175300.08,USD,P001,SL01,5,TAN,,C,C,C,1537.72,1,SALEUSER2,OR1000000387000010,2024-07-04,,12:46:25,C,8000000387.0,10.0,B,CUST-MAT-1732,63.69,27.18,KG,PC
100,1000000387,20,MAT00026,Material MAT00026,52.0,EA,97153.16,USD,P001,SL01,5,TAN,,C,C,C,1868.33,1,SALEUSER2,OR1000000387000020,2024-07-04,,15:55:10,,8000000387.0,20.0,A,,18.64,65.6,KG,L
100,1000000388,10,MAT00016,Material MAT00016,18.0,EA,13880.52,USD,P003,SL03,3,TAN,,C,C,C,771.14,1,SALEUSER1,OR1000000388000010,2024-03-14,,12:57:29,,8000000388.0,10.0,C,,9.47,21.34,KG,EA
100,1000000389,10,MAT00026,Material MAT00026,191.0,EA,346065.26,USD,P001,SL03,4,TAN,,C,C,C,1811.86,1,SALEUSER3,OR1000000389000010,2024-09-26,,14:29:54,,8000000389.0,10.0,D,,14.81,29.27,KG,KG
100,1000000390,10,MAT00031,Material MAT00031,11.0,EA,628.1,USD,P003,SL02,5,TAN,,C,C,C,57.1,1,SALEUSER3,OR1000000390000010,2024-04-01,,17:07:34,,8000000390.0,10.0,B,,28.27,3.94,KG,KG
100,1000000391,10,MAT00018,Material MAT00018,48.0,EA,68172.96,USD,P001,SL01,1,TAN,,C,C,C,1420.27,1,SALEUSER3,OR1000000391000010,2024-03-18,,17:48:33,B,8000000391.0,10.0,A,CUST-MAT-3415,52.4,18.33,KG,PC
100,1000000391,20,MAT00018,Material MAT00018,88.0,EA,76485.2,USD,P001,SL01,3,TAN,,C,C,C,869.15,1,SALEUSER3,OR1000000391000020,2024-03-18,,08:03:07,B,8000000391.0,20.0,B,,51.66,54.5,KG,L
100,1000000392,10,MAT00026,Material MAT00026,35.0,EA,49355.25,USD,P001,SL03,3,TAN,,C,C,C,1410.15,1,SALEUSER1,OR1000000392000010,2024-06-16,,09:01:45,C,8000000392.0,10.0,A,,56.14,1.53,KG,L
100,1000000393,10,MAT00031,Material MAT00031,89.0,EA,78343.14,USD,P001,SL01,2,TAN,,C,C,C,880.26,1,SALEUSER3,OR1000000393000010,2024-04-07,,12:21:50,,8000000393.0,10.0,D,,65.71,3.51,KG,ST
100,1000000393,20,MAT00017,Material MAT00017,62.0,EA,42711.8,USD,P001,SL01,4,TAN,,C,C,C,688.9,1,SALEUSER3,OR1000000393000020,2024-04-07,,16:17:23,C,8000000393.0,20.0,D,,10.39,87.43,KG,ST
100,1000000394,10,MAT00020,Material MAT00020,28.0,EA,54916.68,USD,P002,SL02,5,TAN,1.0,A,A,C,1961.31,1,SALEUSER2,OR1000000394000010,2024-07-11,,12:51:48,B,,,C,CUST-MAT-1469,39.05,5.1,KG,ST
100,1000000395,10,MAT00030,Material MAT00030,192.0,EA,301991.04,USD,P001,SL03,5,TAN,,C,C,C,1572.87,1,SALEUSER2,OR1000000395000010,2024-06-09,,17:55:03,B,8000000395.0,10.0,A,CUST-MAT-3980,57.47,27.13,KG,ST
100,1000000396,10,MAT00033,Material MAT00033,106.0,EA,47859.0,USD,P001,SL02,3,TAN,,C,C,C,451.5,1,SALEUSER1,OR1000000396000010,2024-06-08,,08:45:29,,8000000396.0,10.0,D,CUST-MAT-7856,4.57,40.85,KG,PC
100,1000000397,10,MAT00017,Material MAT00017,195.0,EA,281741.85,USD,P002,SL03,4,TAN,,C,C,C,1444.83,1,SALEUSER3,OR1000000397000010,2024-01-11,,11:58:41,,8000000397.0,10.0,C,,88.62,6.17,KG,EA
100,1000000397,20,MAT00027,Material MAT00027,21.0,EA,12031.32,USD,P002,SL03,4,TAN,,C,C,C,572.92,1,SALEUSER3,OR1000000397000020,2024-01-11,,13:33:54,B,8000000397.0,20.0,C,,67.16,75.68,KG,ST
100,1000000398,10,MAT00016,Material MAT00016,21.0,EA,6793.92,USD,P002,SL01,4,TAN,,C,C,C,323.52,1,SALEUSER2,OR1000000398000010,2024-04-12,,06:58:26,B,8000000398.0,10.0,D,,38.77,28.13,KG,KG
100,1000000399,10,MAT00030,Material MAT00030,70.0,EA,110880.7,USD,P001,SL02,2,TAN,,C,C,C,1584.01,1,SALEUSER3,OR1000000399000010,2024-04-08,,13:15:23,B,8000000399.0,10.0,B,CUST-MAT-7539,29.81,13.19,KG,KG
100,1000000400,10,MAT00020,Material MAT00020,19.0,EA,10106.67,USD,P003,SL01,5,TAN,,C,C,C,531.93,1,SALEUSER3,OR1000000400000010,2024-06-26,,14:50:44,B,8000000400.0,10.0,C,,32.92,45.34,KG,ST
100,1000000401,10,MAT00018,Material MAT00018,123.0,EA,96060.54,USD,P002,SL02,4,TAN,,C,A,B,780.98,1,SALEUSER1,OR1000000401000010,2024-02-18,,13:20:16,,8000000401.0,10.0,A,,40.12,22.52,KG,EA
100,1000000402,10,MAT00018,Material MAT00018,111.0,EA,63472.02,USD,P001,SL01,2,TAN,,C,C,C,571.82,1,SALEUSER3,OR1000000402000010,2024-02-25,,16:06:56,C,8000000402.0,10.0,B,,61.51,66.41,KG,KG
100,1000000403,10,MAT00025,Material MAT00025,2.0,EA,1106.6,USD,P003,SL02,1,TAN,,C,C,C,553.3,1,SALEUSER1,OR1000000403000010,2024-06-07,,08:21:23,,8000000403.0,10.0,A,,46.78,29.31,KG,PC
100,1000000404,10,MAT00019,Material MAT00019,14.0,EA,22055.32,USD,P001,SL02,3,TAN,,C,A,B,1575.38,1,SALEUSER3,OR1000000404000010,2024-05-20,,13:35:05,B,8000000404.0,10.0,D,CUST-MAT-2366,11.01,23.46,KG,ST
100,1000000404,20,MAT00024,Material MAT00024,41.0,EA,22700.47,USD,P001,SL02,5,TAN,,C,A,B,553.67,1,SALEUSER3,OR1000000404000020,2024-05-20,,16:21:12,C,8000000404.0,20.0,D,,61.33,84.46,KG,L
100,1000000405,10,MAT00029,Material MAT00029,171.0,EA,52305.48,USD,P003,SL02,5,TAN,,C,C,C,305.88,1,SALEUSER3,OR1000000405000010,2024-02-15,,08:47:59,B,8000000405.0,10.0,B,,40.19,64.32,KG,EA
100,1000000406,10,MAT00031,Material MAT00031,10.0,EA,16819.3,USD,P002,SL01,3,TAN,,C,C,C,1681.93,1,SALEUSER1,OR1000000406000010,2024-01-22,,12:34:24,C,8000000406.0,10.0,C,,32.36,25.64,KG,KG
100,1000000406,20,MAT00033,Material MAT00033,191.0,EA,318278.58,USD,P002,SL01,1,TAN,,C,C,C,1666.38,1,SALEUSER1,OR1000000406000020,2024-01-22,,16:29:46,C,8000000406.0,20.0,A,,90.63,57.75,KG,PC
100,1000000407,10,MAT00019,Material MAT00019,72.0,EA,97110.0,USD,P001,SL03,2,TAN,,C,C,C,1348.75,1,SALEUSER3,OR1000000407000010,2024-04-02,,16:01:00,B,8000000407.0,10.0,D,,75.3,11.33,KG,L
100,1000000407,20,MAT00025,Material MAT00025,112.0,EA,42988.96,USD,P001,SL03,3,TAN,,C,C,C,383.83,1,SALEUSER3,OR1000000407000020,2024-04-02,,14:43:25,C,8000000407.0,20.0,D,,60.96,55.77,KG,EA
100,1000000408,10,MAT00032,Material MAT00032,10.0,EA,8903.7,USD,P003,SL01,2,TAN,,C,C,C,890.37,1,SALEUSER2,OR1000000408000010,2024-01-30,8.0,09:49:36,C,8000000408.0,10.0,A,CUST-MAT-2536,2.14,53.92,KG,EA
100,1000000409,10,MAT00021,Material MAT00021,22.0,EA,24293.94,USD,P001,SL01,2,TAN,,C,C,C,1104.27,1,SALEUSER2,OR1000000409000010,2024-03-15,,08:36:17,B,8000000409.0,10.0,A,,78.48,65.2,KG,PC
100,1000000410,10,MAT00027,Material MAT00027,42.0,EA,56223.72,USD,P003,SL01,2,TAN,,C,C,C,1338.66,1,SALEUSER1,OR1000000410000010,2024-02-11,,10:41:17,,8000000410.0,10.0,B,,25.09,67.52,KG,EA
100,1000000411,10,MAT00022,Material MAT00022,180.0,EA,16857.0,USD,P003,SL01,1,TAN,,C,C,C,93.65,1,SALEUSER3,OR1000000411000010,2024-01-28,,17:53:37,C,8000000411.0,10.0,B,,79.78,66.15,KG,KG
100,1000000412,10,MAT00026,Material MAT00026,199.0,EA,330133.04,USD,P002,SL01,1,TAN,,C,A,B,1658.96,1,SALEUSER1,OR1000000412000010,2024-03-06,,06:23:05,,8000000412.0,10.0,D,,3.42,39.91,KG,KG
100,1000000412,20,MAT00030,Material MAT00030,155.0,EA,48552.2,USD,P002,SL01,2,TAN,,C,A,B,313.24,1,SALEUSER1,OR1000000412000020,2024-03-06,,16:57:33,C,8000000412.0,20.0,B,CUST-MAT-9434,56.5,32.8,KG,PC
100,1000000413,10,MAT00031,Material MAT00031,97.0,EA,162393.52,USD,P002,SL02,4,TAN,,C,C,C,1674.16,1,SALEUSER2,OR1000000413000010,2024-08-27,,10:15:27,B,8000000413.0,10.0,D,,70.99,77.69,KG,PC
100,1000000414,10,MAT00027,Material MAT00027,94.0,EA,180303.28,USD,P003,SL01,5,TAN,,C,C,C,1918.12,1,SALEUSER2,OR1000000414000010,2024-05-05,,15:18:42,,8000000414.0,10.0,D,,48.71,85.15,KG,L
100,1000000415,10,MAT00016,Material MAT00016,166.0,EA,80317.44,USD,P002,SL02,1,TAN,1.0,A,A,C,483.84,1,SALEUSER3,OR1000000415000010,2024-04-17,,12:46:36,C,,,A,,1.65,20.29,KG,KG
100,1000000416,10,MAT00022,Material MAT00022,154.0,EA,52523.24,USD,P002,SL01,4,TAN,1.0,A,A,C,341.06,1,SALEUSER2,OR1000000416000010,2024-01-21,,10:42:51,B,,,D,,29.91,17.76,KG,EA
100,1000000417,10,MAT00018,Material MAT00018,1.0,EA,1136.06,USD,P001,SL02,4,TAN,,C,C,C,1136.06,1,SALEUSER3,OR1000000417000010,2024-05-29,,10:10:53,,8000000417.0,10.0,B,,33.7,86.04,KG,ST
100,1000000418,10,MAT00029,Material MAT00029,151.0,EA,11488.08,USD,P002,SL03,5,TAN,,C,C,C,76.08,1,SALEUSER1,OR1000000418000010,2024-06-21,,15:37:58,B,8000000418.0,10.0,A,,66.23,61.58,KG,EA
100,1000000419,10,MAT00022,Material MAT00022,101.0,EA,48275.98,USD,P001,SL03,2,TAN,,C,C,C,477.98,1,SALEUSER2,OR1000000419000010,2024-01-28,,07:44:36,,8000000419.0,10.0,D,,11.54,36.08,KG,L
100,1000000420,10,MAT00030,Material MAT00030,53.0,EA,100383.59,USD,P002,SL01,4,TAN,,C,C,C,1894.03,1,SALEUSER1,OR1000000420000010,2024-09-16,,15:49:44,C,8000000420.0,10.0,B,,96.14,1.83,KG,PC
100,1000000421,10,MAT00029,Material MAT00029,139.0,EA,199553.96,USD,P001,SL03,4,TAN,1.0,A,A,C,1435.64,1,SALEUSER3,OR1000000421000010,2024-04-06,,07:04:11,C,,,C,,45.12,28.82,KG,PC
100,1000000422,10,MAT00021,Material MAT00021,120.0,EA,138600.0,USD,P002,SL02,4,TAN,,C,C,C,1155.0,1,SALEUSER2,OR1000000422000010,2024-01-28,,12:22:16,B,8000000422.0,10.0,A,,5.4,19.16,KG,KG
100,1000000423,10,MAT00023,Material MAT00023,100.0,EA,105392.0,USD,P002,SL01,2,TAN,,C,C,C,1053.92,1,SALEUSER1,OR1000000423000010,2024-01-30,,06:21:31,,8000000423.0,10.0,B,CUST-MAT-7379,55.28,70.03,KG,EA
100,1000000423,20,MAT00028,Material MAT00028,58.0,EA,32138.96,USD,P002,SL01,2,TAN,,C,C,C,554.12,1,SALEUSER1,OR1000000423000020,2024-01-30,,14:17:04,B,8000000423.0,20.0,C,,73.77,53.14,KG,EA
100,1000000424,10,MAT00023,Material MAT00023,159.0,EA,89855.67,USD,P001,SL02,1,TAN,,C,C,C,565.13,1,SALEUSER1,OR1000000424000010,2024-03-19,,07:20:12,,8000000424.0,10.0,B,CUST-MAT-3096,37.44,16.57,KG,EA
100,1000000424,20,MAT00030,Material MAT00030,7.0,EA,4816.98,USD,P001,SL02,1,TAN,,C,C,C,688.14,1,SALEUSER1,OR1000000424000020,2024-03-19,,12:28:13,,8000000424.0,20.0,B,,57.43,89.22,KG,EA
100,1000000425,10,MAT00019,Material MAT00019,92.0,EA,39630.84,USD,P001,SL02,4,TAN,,C,C,C,430.77,1,SALEUSER3,OR1000000425000010,2024-09-19,,12:25:27,,8000000425.0,10.0,B,CUST-MAT-1377,18.86,31.27,KG,ST
100,1000000425,20,MAT00022,Material MAT00022,115.0,EA,167625.15,USD,P001,SL02,2,TAN,,C,C,C,1457.61,1,SALEUSER3,OR1000000425000020,2024-09-19,,12:53:33,C,8000000425.0,20.0,C,,99.35,46.25,KG,ST
100,1000000426,10,MAT00030,Material MAT00030,124.0,EA,57156.56,USD,P001,SL03,2,TAN,,C,C,C,460.94,1,SALEUSER1,OR1000000426000010,2024-01-18,8.0,12:50:48,C,8000000426.0,10.0,A,,14.31,50.26,KG,PC
100,1000000427,10,MAT00019,Material MAT00019,131.0,EA,181154.66,USD,P001,SL03,5,TAN,,C,C,C,1382.86,1,SALEUSER3,OR1000000427000010,2024-08-30,,08:48:59,C,8000000427.0,10.0,B,,39.19,20.1,KG,L
100,1000000428,10,MAT00030,Material MAT00030,173.0,EA,294300.68,USD,P001,SL01,4,TAN,,C,C,C,1701.16,1,SALEUSER1,OR1000000428000010,2024-03-08,,07:12:30,C,8000000428.0,10.0,A,,95.45,41.15,KG,L
100,1000000429,10,MAT00027,Material MAT00027,24.0,EA,14950.8,USD,P002,SL03,1,TAN,,C,C,C,622.95,1,SALEUSER2,OR1000000429000010,2024-09-13,,17:11:30,B,8000000429.0,10.0,D,,46.29,22.41,KG,PC
100,1000000430,10,MAT00025,Material MAT00025,155.0,EA,287979.15,USD,P003,SL03,5,TAN,,C,C,C,1857.93,1,SALEUSER2,OR1000000430000010,2024-04-11,,16:56:52,C,8000000430.0,10.0,B,CUST-MAT-5578,17.6,71.85,KG,EA
100,1000000431,10,MAT00032,Material MAT00032,184.0,EA,314130.32,USD,P002,SL02,2,TAN,,C,C,C,1707.23,1,SALEUSER1,OR1000000431000010,2024-03-23,,12:13:15,,8000000431.0,10.0,B,,96.08,46.03,KG,KG
100,1000000432,10,MAT00020,Material MAT00020,54.0,EA,23704.92,USD,P001,SL03,1,TAN,,C,C,C,438.98,1,SALEUSER3,OR1000000432000010,2024-07-29,,16:42:32,C,8000000432.0,10.0,B,,92.24,80.29,KG,L
100,1000000432,20,MAT00022,Material MAT00022,113.0,EA,81598.43,USD,P001,SL03,4,TAN,,C,C,C,722.11,1,SALEUSER3,OR1000000432000020,2024-07-29,,06:28:39,B,8000000432.0,20.0,D,,6.79,22.24,KG,KG
100,1000000433,10,MAT00029,Material MAT00029,176.0,EA,81090.24,USD,P003,SL02,2,TAN,,C,C,C,460.74,1,SALEUSER2,OR1000000433000010,2024-08-13,8.0,11:41:21,,8000000433.0,10.0,C,,24.97,84.09,KG,PC
100,1000000434,10,MAT00023,Material MAT00023,43.0,EA,41992.08,USD,P002,SL03,4,TAN,,C,C,C,976.56,1,SALEUSER1,OR1000000434000010,2024-01-23,,08:15:49,,8000000434.0,10.0,C,,90.14,21.0,KG,EA
