MANDT,BUKRS,BELNR,GJAHR,BLART,BLDAT,BUDAT,MONAT,CPUDT,USNAM,TCODE,BKTXT,WAERS,KURSF,BSTAT,XNETB,GLVOR,AWTYP,AWKEY,HWAER,CPUTM
100,1000,5000000486,2024,RE,2024-05-21,2024-05-21,05,2024-05-21,FINANCE01,MIRO,Invoice for PO 4500000486,USD,1.00,,,RFBU,RMRP,51000004862024,USD,081319
100,1000,5000000487,2024,RE,2024-11-26,2024-11-26,11,2024-11-26,FINANCE01,MIRO,Invoice for PO 4500000487,USD,1.00,,,RFBU,RMRP,51000004872024,USD,113932
100,1000,5000000487,2024,RE,2024-11-30,2024-11-30,11,2024-11-30,FINANCE01,MIRO,Invoice for PO 4500000487,USD,1.00,,,RFBU,RMRP,51000004872024,USD,113932
100,1000,5000000488,2024,RE,2024-06-26,2024-06-26,06,2024-06-26,FINANCE02,MIRO,Invoice for PO 4500000488,USD,1.00,,,RFBU,RMRP,51000004882024,USD,104606
100,1000,5000000489,2024,RE,2024-06-29,2024-06-29,06,2024-06-29,FINANCE02,MIRO,Invoice for PO 4500000489,USD,1.00,,,RFBU,RMRP,51000004892024,USD,154025
100,1000,5000000489,2024,RE,2024-06-23,2024-06-23,06,2024-06-23,FINANCE02,MIRO,Invoice for PO 4500000489,USD,1.00,,,RFBU,RMRP,51000004892024,USD,154025
100,1000,5000000490,2024,RE,2024-05-17,2024-05-17,05,2024-05-17,FINANCE01,MIRO,Invoice for PO 4500000490,USD,1.00,,,RFBU,RMRP,51000004902024,USD,113813
100,1000,5000000491,2024,RE,2024-06-28,2024-06-28,06,2024-06-28,FINANCE02,MIRO,Invoice for PO 4500000491,USD,1.00,,,RFBU,RMRP,51000004912024,USD,160537
100,1000,5000000492,2024,RE,2024-08-28,2024-08-28,08,2024-08-28,FINANCE02,MIRO,Invoice for PO 4500000492,USD,1.00,,,RFBU,RMRP,51000004922024,USD,110849
100,1000,5000000492,2024,RE,2024-08-27,2024-08-27,08,2024-08-27,FINANCE01,MIRO,Invoice for PO 4500000492,USD,1.00,,,RFBU,RMRP,51000004922024,USD,081438
100,1000,5000000493,2024,RE,2024-11-17,2024-11-17,11,2024-11-17,FINANCE02,MIRO,Invoice for PO 4500000493,USD,1.00,,,RFBU,RMRP,51000004932024,USD,163524
100,1000,5000000494,2024,RE,2024-09-18,2024-09-18,09,2024-09-18,FINANCE01,MIRO,Invoice for PO 4500000494,USD,1.00,,,RFBU,RMRP,51000004942024,USD,094017
100,1000,5000000495,2024,RE,2024-06-01,2024-06-01,06,2024-06-01,FINANCE02,MIRO,Invoice for PO 4500000495,USD,1.00,,,RFBU,RMRP,51000004952024,USD,173443
100,1000,5000000496,2024,RE,2024-10-09,2024-10-09,10,2024-10-09,FINANCE01,MIRO,Invoice for PO 4500000496,USD,1.00,,,RFBU,RMRP,51000004962024,USD,153428
100,1000,5000000497,2024,RE,2024-10-02,2024-10-02,10,2024-10-02,FINANCE02,MIRO,Invoice for PO 4500000497,USD,1.00,,,RFBU,RMRP,51000004972024,USD,172424
100,1000,5000000498,2024,RE,2024-11-19,2024-11-19,11,2024-11-19,FINANCE01,MIRO,Invoice for PO 4500000498,USD,1.00,,,RFBU,RMRP,51000004982024,USD,100030
100,1000,5000000498,2024,RE,2024-11-16,2024-11-16,11,2024-11-16,FINANCE02,MIRO,Invoice for PO 4500000498,USD,1.00,,,RFBU,RMRP,51000004982024,USD,163409
100,1000,5000000499,2024,RE,2024-09-28,2024-09-28,09,2024-09-28,FINANCE01,MIRO,Invoice for PO 4500000499,USD,1.00,,,RFBU,RMRP,51000004992024,USD,133717
