MANDT,VBELN,ERDAT,ERZET,ERNAM,LFART,KUNNR,KUNAG,WADAT,WADAT_IST,LFDAT,KODAT,VSTEL,ROUTE,LGNUM,TRATY,TRAID,TPADR,VBTYP,KOUHR,PODAT,NTGEW,BTGEW,GEWEI,VOLUM,VOLEH,POTIM
100,8000000489,2024-09-25,09:00:00,WHOUSE02,LF,C00002,C00002,2024-10-07,2024-10-04,2024-10-07,2024-10-07,SP03,R0002,,,,,J,06:00:30,2024-09-26,2448.05,2214.48,KG,42.956,M3,18:34:30
100,8000000490,2024-02-23,09:00:00,WHOUSE01,LF,C00004,C00004,2024-03-21,2024-03-20,2024-03-21,2024-03-21,SP02,R0004,,,,,J,09:57:11,2024-02-24,2354.07,5056.98,KG,13.349,M3,09:31:33
100,8000000491,2024-08-14,09:00:00,WHOUSE01,LF,C00003,C00003,2024-09-11,2024-09-14,2024-09-11,2024-09-11,SP03,R0003,,,,,J,17:35:43,2024-08-15,106.79,4987.51,KG,24.185,M3,02:09:11
100,8000000492,2024-02-11,09:00:00,WHOUSE01,LF,C00007,C00007,2024-03-02,2024-02-29,2024-03-02,2024-03-02,SP03,R0004,,,,,J,13:22:05,2024-02-12,2559.69,4816.92,KG,3.398,M3,09:32:39
100,8000000493,2024-09-10,09:00:00,WHOUSE02,LF,C00010,C00010,2024-09-26,2024-09-24,2024-09-26,2024-09-26,SP01,R0001,,,,,J,16:00:33,2024-09-11,486.96,676.11,KG,23.469,M3,01:20:24
100,8000000494,2024-02-18,09:00:00,WHOUSE01,LF,C00010,C00010,2024-03-14,2024-03-12,2024-03-14,2024-03-14,SP03,R0003,,,,,J,07:10:53,2024-02-19,3753.46,901.03,KG,49.062,M3,15:02:32
100,8000000495,2024-09-29,09:00:00,WHOUSE02,LF,C00002,C00002,2024-10-12,2024-10-14,2024-10-12,2024-10-12,SP03,R0004,,,,,J,11:57:37,2024-09-30,3121.8,3142.47,KG,46.249,M3,13:29:01
100,8000000496,2024-05-07,09:00:00,WHOUSE01,LF,C00008,C00008,2024-05-24,2024-05-22,2024-05-24,2024-05-24,SP02,R0002,,,,,J,15:08:56,2024-05-08,415.73,3659.55,KG,24.725,M3,01:38:03
100,8000000497,2024-05-30,09:00:00,WHOUSE02,LF,C00007,C00007,2024-06-12,2024-06-11,2024-06-12,2024-06-12,SP01,R0003,,,,,J,13:26:24,2024-05-31,2459.79,2460.21,KG,4.09,M3,00:42:16
100,8000000498,2024-01-16,09:00:00,WHOUSE01,LF,C00004,C00004,2024-01-25,2024-01-23,2024-01-25,2024-01-25,SP03,R0004,,,,,J,12:37:13,2024-01-17,3016.97,5480.9,KG,23.034,M3,07:24:22
100,8000000499,2024-05-27,09:00:00,WHOUSE01,LF,C00007,C00007,2024-06-19,2024-06-21,2024-06-19,2024-06-19,SP02,R0003,,,,,J,15:21:38,2024-05-28,4455.64,2060.76,KG,44.98,M3,20:21:05
