MANDT,OBJNR,STAT,INACT,CHGNR,UDATE,UTIME,USNAM,STSMA,VORGNG,VORZUSTAND,CDTCODE
100,OR1000000051000010,E0004,,301,2024-07-10,15:09:41,FINANCE02,,,,VF01
100,OR1000000051000010,E0005,,302,2024-07-13,06:23:38,AUTOCLR,,,,VF02
100,OR1000000051000020,E0001,,303,2024-06-14,06:15:42,SALEUSER1,,,,VA01
100,OR1000000051000020,E0002,,304,2024-07-07,09:39:06,WHOUSE01,,,,VL01N
100,OR1000000051000020,E0003,,305,2024-07-09,13:46:55,WHOUSE01,,,,VL02N
100,OR1000000051000020,E0004,,306,2024-07-10,10:27:57,FINANCE02,,,,VF01
100,OR1000000051000020,E0005,,307,2024-07-12,09:33:39,AUTOCLR,,,,VF02
100,OR1000000052000010,E0001,,308,2024-01-28,11:08:08,SALEUSER3,,,,VA01
100,OR1000000052000010,E0002,,309,2024-02-22,17:29:16,WHOUSE02,,,,VL01N
100,OR1000000052000010,E0003,,310,2024-02-23,11:37:58,WHOUSE02,,,,VL02N
100,OR1000000052000010,E0004,,311,2024-02-25,10:58:07,FINANCE02,,,,VF01
100,OR1000000052000010,E0005,,312,2024-02-27,06:47:02,FINANCE01,,,,VF02
100,OR1000000053000010,E0001,,313,2024-03-28,11:19:31,SALEUSER1,,,,VA01
100,OR1000000053000010,E0002,,314,2024-04-25,17:59:59,WHOUSE02,,,,VL01N
100,OR1000000053000010,E0003,,315,2024-04-27,17:41:51,WHOUSE02,,,,VL02N
100,OR1000000053000010,E0004,,316,2024-04-26,14:02:37,FINANCE02,,,,VF01
100,OR1000000053000010,E0005,,317,2024-04-29,17:50:44,AUTOCLR,,,,VF02
100,OR1000000053000020,E0001,,318,2024-03-28,13:58:22,SALEUSER1,,,,VA01
100,OR1000000053000020,E0002,,319,2024-04-25,12:42:32,WHOUSE02,,,,VL01N
100,OR1000000053000020,E0003,,320,2024-04-25,16:48:51,WHOUSE01,,,,VL02N
100,OR1000000053000020,E0004,,321,2024-04-26,12:34:47,FINANCE01,,,,VF01
100,OR1000000053000020,E0005,,322,2024-04-29,14:40:36,AUTOCLR,,,,VF02
100,OR1000000054000010,E0001,,323,2024-05-15,10:05:07,SALEUSER1,,,,VA01
100,OR1000000054000010,E0006,,324,2024-05-20,15:50:10,SALEUSER3,,,,VA02
100,OR1000000055000010,E0001,,325,2024-07-12,06:39:09,SALEUSER2,,,,VA01
100,OR1000000055000010,E0002,,326,2024-07-25,10:07:07,WHOUSE02,,,,VL01N
100,OR1000000055000010,E0003,,327,2024-07-26,15:32:32,WHOUSE01,,,,VL02N
100,OR1000000055000010,E0004,,328,2024-07-26,14:10:04,FINANCE02,,,,VF01
100,OR1000000055000010,E0005,,329,2024-07-27,12:20:46,AUTOCLR,,,,VF02
100,OR1000000056000010,E0001,,330,2024-03-17,10:28:16,SALEUSER2,,,,VA01
100,OR1000000056000010,E0002,,331,2024-04-18,13:01:30,WHOUSE02,,,,VL01N
100,OR1000000056000010,E0003,,332,2024-04-19,13:59:26,WHOUSE02,,,,VL02N
100,OR1000000056000010,E0004,,333,2024-04-21,14:22:46,FINANCE01,,,,VF01
100,OR1000000056000010,E0005,,334,2024-04-23,08:39:39,FINANCE01,,,,VF02
100,OR1000000057000010,E0001,,335,2024-02-28,16:07:00,SALEUSER1,,,,VA01
100,OR1000000057000010,E0002,,336,2024-03-18,07:27:20,WHOUSE02,,,,VL01N
100,OR1000000057000010,E0003,,337,2024-03-18,09:03:41,WHOUSE02,,,,VL02N
100,OR1000000058000010,E0001,,338,2024-09-12,09:03:33,SALEUSER1,,,,VA01
100,OR1000000058000010,E0002,,339,2024-10-13,14:47:10,WHOUSE01,,,,VL01N
100,OR1000000058000010,E0003,,340,2024-10-14,10:25:01,WHOUSE02,,,,VL02N
100,OR1000000058000010,E0004,,341,2024-10-18,10:27:46,FINANCE01,,,,VF01
100,OR1000000058000010,E0005,,342,2024-10-20,12:12:57,FINANCE01,,,,VF02
100,OR1000000058000020,E0001,,343,2024-09-12,11:30:16,SALEUSER1,,,,VA01
100,OR1000000058000020,E0002,,344,2024-10-13,14:12:53,WHOUSE02,,,,VL01N
100,OR1000000058000020,E0003,,345,2024-10-13,15:27:24,WHOUSE02,,,,VL02N
100,OR1000000058000020,E0004,,346,2024-10-18,16:10:08,FINANCE02,,,,VF01
100,OR1000000058000020,E0005,,347,2024-10-21,12:10:53,FINANCE01,,,,VF02
100,OR1000000059000010,E0001,,348,2024-04-15,11:46:10,SALEUSER3,,,,VA01
100,OR1000000059000010,E0002,,349,2024-05-06,17:08:04,WHOUSE02,,,,VL01N
100,OR1000000059000010,E0003,,350,2024-05-07,16:56:37,WHOUSE01,,,,VL02N
100,OR1000000059000010,E0004,,351,2024-05-10,11:29:24,FINANCE02,,,,VF01
100,OR1000000059000010,E0005,,352,2024-05-11,16:38:58,FINANCE01,,,,VF02
100,OR1000000059000020,E0001,,353,2024-04-15,16:59:03,SALEUSER3,,,,VA01
100,OR1000000059000020,E0002,,354,2024-05-06,10:31:31,WHOUSE02,,,,VL01N
100,OR1000000059000020,E0003,,355,2024-05-07,15:46:17,WHOUSE02,,,,VL02N
100,OR1000000059000020,E0004,,356,2024-05-10,11:25:09,FINANCE02,,,,VF01
100,OR1000000059000020,E0005,,357,2024-05-11,08:06:52,FINANCE01,,,,VF02
100,OR1000000060000010,E0001,,358,2024-08-12,06:51:33,SALEUSER2,,,,VA01
100,OR1000000060000010,I0002,,359,2024-08-13,07:06:49,SALEUSER2,,,,VA02
100,OR1000000060000010,I0002,X,360,2024-08-27,14:19:08,SALEUSER2,,,,VA02
100,OR1000000060000010,E0002,,361,2024-08-25,16:48:33,WHOUSE01,,,,VL01N
100,OR1000000060000010,E0003,,362,2024-08-26,12:10:56,WHOUSE02,,,,VL02N
100,OR1000000061000010,E0001,,363,2024-05-24,16:55:07,SALEUSER3,,,,VA01
100,OR1000000061000010,E0002,,364,2024-06-20,08:25:42,WHOUSE01,,,,VL01N
100,OR1000000061000010,E0003,,365,2024-06-22,14:55:29,WHOUSE02,,,,VL02N
100,OR1000000061000010,E0004,,366,2024-06-21,08:24:24,FINANCE02,,,,VF01
100,OR1000000061000010,E0005,,367,2024-06-24,11:08:34,FINANCE01,,,,VF02
100,OR1000000062000010,E0001,,368,2024-05-15,10:17:19,SALEUSER3,,,,VA01
100,OR1000000062000010,E0002,,369,2024-06-02,13:27:46,WHOUSE02,,,,VL01N
100,OR1000000062000010,E0003,,370,2024-06-02,08:18:31,WHOUSE02,,,,VL02N
100,OR1000000062000010,E0004,,371,2024-06-06,17:36:17,FINANCE01,,,,VF01
100,OR1000000062000010,E0005,,372,2024-06-07,15:29:13,FINANCE01,,,,VF02
100,OR1000000063000010,E0001,,373,2024-09-28,06:45:06,SALEUSER1,,,,VA01
100,OR1000000063000010,I0002,,374,2024-09-29,17:21:01,SALEUSER1,,,,VA02
100,OR1000000063000010,E0002,,375,2024-10-13,15:26:42,WHOUSE01,,,,VL01N
100,OR1000000063000010,E0003,,376,2024-10-15,14:59:07,WHOUSE01,,,,VL02N
100,OR1000000064000010,E0001,,377,2024-04-04,15:53:03,SALEUSER2,,,,VA01
100,OR1000000064000010,I0001,,378,2024-04-05,10:58:07,SALEUSER2,,,,VA02
100,OR1000000064000010,I0001,X,379,2024-04-09,09:49:29,FINANCE01,,,,VA02
100,OR1000000064000010,E0002,,380,2024-04-24,07:21:05,WHOUSE01,,,,VL01N
100,OR1000000064000010,E0003,,381,2024-04-26,08:54:40,WHOUSE02,,,,VL02N
100,OR1000000064000010,E0004,,382,2024-04-28,09:39:17,FINANCE01,,,,VF01
100,OR1000000065000010,E0001,,383,2024-06-22,08:25:27,SALEUSER1,,,,VA01
100,OR1000000065000010,E0002,,384,2024-07-14,08:01:56,WHOUSE02,,,,VL01N
100,OR1000000065000010,E0003,,385,2024-07-14,16:56:59,WHOUSE02,,,,VL02N
100,OR1000000065000010,E0004,,386,2024-07-15,07:21:35,FINANCE02,,,,VF01
100,OR1000000065000010,E0005,,387,2024-07-16,08:29:50,AUTOCLR,,,,VF02
100,OR1000000065000020,E0001,,388,2024-06-22,16:35:20,SALEUSER1,,,,VA01
100,OR1000000065000020,E0002,,389,2024-07-14,14:32:47,WHOUSE01,,,,VL01N
100,OR1000000065000020,E0003,,390,2024-07-15,06:09:00,WHOUSE01,,,,VL02N
100,OR1000000065000020,E0004,,391,2024-07-15,09:30:20,FINANCE02,,,,VF01
100,OR1000000065000020,E0005,,392,2024-07-17,13:01:30,AUTOCLR,,,,VF02
100,OR1000000066000010,E0001,,393,2024-04-10,16:58:07,SALEUSER1,,,,VA01
100,OR1000000066000010,E0002,,394,2024-05-10,16:02:07,WHOUSE01,,,,VL01N
100,OR1000000066000010,E0003,,395,2024-05-10,09:45:17,WHOUSE02,,,,VL02N
100,OR1000000066000010,E0004,,396,2024-05-15,09:23:38,FINANCE02,,,,VF01
100,OR1000000066000010,E0005,,397,2024-05-18,06:21:27,AUTOCLR,,,,VF02
100,OR1000000066000020,E0001,,398,2024-04-10,12:52:44,SALEUSER1,,,,VA01
100,OR1000000066000020,E0002,,399,2024-05-10,09:55:33,WHOUSE01,,,,VL01N
100,OR1000000066000020,E0003,,400,2024-05-11,15:45:36,WHOUSE01,,,,VL02N
100,OR1000000066000020,E0004,,401,2024-05-15,12:44:06,FINANCE01,,,,VF01
100,OR1000000066000020,E0005,,402,2024-05-16,07:01:33,AUTOCLR,,,,VF02
100,OR1000000067000010,E0001,,403,2024-06-17,17:44:36,SALEUSER2,,,,VA01
100,OR1000000067000010,I0001,,404,2024-06-18,14:02:30,SALEUSER2,,,,VA02
100,OR1000000067000010,E0002,,405,2024-07-06,17:31:46,WHOUSE02,,,,VL01N
100,OR1000000067000010,E0003,,406,2024-07-07,09:15:42,WHOUSE02,,,,VL02N
100,OR1000000067000010,E0004,,407,2024-07-11,08:28:13,FINANCE02,,,,VF01
100,OR1000000068000010,E0001,,408,2024-01-08,10:46:14,SALEUSER2,,,,VA01
100,OR1000000068000010,E0002,,409,2024-01-30,06:02:26,WHOUSE02,,,,VL01N
100,OR1000000068000010,E0003,,410,2024-02-01,14:22:38,WHOUSE02,,,,VL02N
100,OR1000000068000010,E0004,,411,2024-02-04,10:57:37,FINANCE01,,,,VF01
100,OR1000000068000010,E0005,,412,2024-02-06,11:29:58,AUTOCLR,,,,VF02
100,OR1000000069000010,E0001,,413,2024-02-12,06:05:56,SALEUSER1,,,,VA01
100,OR1000000069000010,I0001,,414,2024-02-13,07:43:13,SALEUSER1,,,,VA02
100,OR1000000069000010,I0001,X,415,2024-02-18,15:50:14,SALEUSER1,,,,VA02
100,OR1000000069000010,E0002,,416,2024-02-17,12:47:14,WHOUSE02,,,,VL01N
100,OR1000000069000010,E0003,,417,2024-02-17,06:24:39,WHOUSE02,,,,VL02N
100,OR1000000069000010,E0004,,418,2024-02-21,10:29:01,FINANCE02,,,,VF01
100,OR1000000069000020,E0001,,419,2024-02-12,09:07:15,SALEUSER1,,,,VA01
100,OR1000000069000020,I0001,,420,2024-02-13,11:37:39,SALEUSER2,,,,VA02
100,OR1000000069000020,E0002,,421,2024-02-17,15:47:40,WHOUSE01,,,,VL01N
100,OR1000000069000020,E0003,,422,2024-02-17,10:25:39,WHOUSE01,,,,VL02N
100,OR1000000069000020,E0004,,423,2024-02-21,08:27:57,FINANCE02,,,,VF01
100,OR1000000070000010,E0001,,424,2024-09-04,13:46:59,SALEUSER2,,,,VA01
100,OR1000000070000010,E0002,,425,2024-09-27,12:16:19,WHOUSE02,,,,VL01N
100,OR1000000070000010,E0003,,426,2024-09-29,14:21:20,WHOUSE02,,,,VL02N
100,OR1000000070000010,E0004,,427,2024-10-01,06:06:41,FINANCE02,,,,VF01
100,OR1000000070000010,E0005,,428,2024-10-02,17:29:09,AUTOCLR,,,,VF02
100,OR1000000071000010,E0001,,429,2024-02-03,07:45:59,SALEUSER2,,,,VA01
100,OR1000000071000010,E0002,,430,2024-03-02,16:02:07,WHOUSE02,,,,VL01N
100,OR1000000071000010,E0003,,431,2024-03-03,13:05:37,WHOUSE01,,,,VL02N
100,OR1000000071000010,E0004,,432,2024-03-03,12:27:09,FINANCE02,,,,VF01
100,OR1000000071000010,E0005,,433,2024-03-04,12:37:21,AUTOCLR,,,,VF02
100,OR1000000072000010,E0001,,434,2024-05-24,06:00:56,SALEUSER2,,,,VA01
100,OR1000000072000010,E0002,,435,2024-06-04,06:15:42,WHOUSE01,,,,VL01N
100,OR1000000072000010,E0003,,436,2024-06-05,13:49:36,WHOUSE01,,,,VL02N
100,OR1000000072000010,E0004,,437,2024-06-07,17:43:02,FINANCE01,,,,VF01
100,OR1000000072000010,E0005,,438,2024-06-09,06:13:38,AUTOCLR,,,,VF02
100,OR1000000073000010,E0001,,439,2024-07-22,09:38:21,SALEUSER2,,,,VA01
100,OR1000000073000010,I0001,,440,2024-07-23,06:54:33,SALEUSER2,,,,VA02
100,OR1000000073000010,I0002,,441,2024-07-23,06:44:47,SALEUSER2,,,,VA02
100,OR1000000073000010,I0002,X,442,2024-08-04,15:14:57,SALEUSER2,,,,VA02
100,OR1000000073000010,E0002,,443,2024-08-03,08:06:52,WHOUSE02,,,,VL01N
100,OR1000000073000010,E0003,,444,2024-08-03,14:38:43,WHOUSE01,,,,VL02N
100,OR1000000074000010,E0001,,445,2024-05-06,15:17:31,SALEUSER2,,,,VA01
100,OR1000000074000010,I0002,,446,2024-05-07,11:04:07,SALEUSER2,,,,VA02
100,OR1000000074000010,E0002,,447,2024-06-02,09:43:21,WHOUSE02,,,,VL01N
100,OR1000000074000010,E0003,,448,2024-06-04,09:06:00,WHOUSE02,,,,VL02N
100,OR1000000075000010,E0001,,449,2024-06-15,17:17:42,SALEUSER3,,,,VA01
100,OR1000000075000010,E0002,,450,2024-07-15,10:45:36,WHOUSE02,,,,VL01N
100,OR1000000075000010,E0003,,451,2024-07-15,11:40:40,WHOUSE02,,,,VL02N
100,OR1000000075000010,E0004,,452,2024-07-17,14:17:16,FINANCE01,,,,VF01
100,OR1000000075000010,E0005,,453,2024-07-20,11:46:59,AUTOCLR,,,,VF02
100,OR1000000076000010,E0001,,454,2024-03-22,06:28:50,SALEUSER2,,,,VA01
100,OR1000000076000010,E0002,,455,2024-04-04,11:55:07,WHOUSE02,,,,VL01N
100,OR1000000076000010,E0003,,456,2024-04-04,13:31:35,WHOUSE01,,,,VL02N
100,OR1000000076000010,E0004,,457,2024-04-07,08:42:51,FINANCE01,,,,VF01
100,OR1000000076000010,E0005,,458,2024-04-08,14:26:20,FINANCE01,,,,VF02
100,OR1000000077000010,E0001,,459,2024-02-16,08:03:07,SALEUSER3,,,,VA01
100,OR1000000077000010,I0001,,460,2024-02-17,07:07:22,SALEUSER1,,,,VA02
100,OR1000000077000010,I0001,X,461,2024-02-21,08:38:51,FINANCE01,,,,VA02
100,OR1000000077000010,E0002,,462,2024-03-29,17:17:57,WHOUSE01,,,,VL01N
100,OR1000000077000010,E0003,,463,2024-03-29,08:12:30,WHOUSE02,,,,VL02N
100,OR1000000077000010,E0004,,464,2024-04-02,08:39:13,FINANCE01,,,,VF01
100,OR1000000078000010,E0001,,465,2024-08-20,06:27:57,SALEUSER2,,,,VA01
100,OR1000000078000010,E0002,,466,2024-09-12,16:27:05,WHOUSE01,,,,VL01N
100,OR1000000078000010,E0003,,467,2024-09-14,17:02:18,WHOUSE01,,,,VL02N
100,OR1000000078000010,E0004,,468,2024-09-16,10:22:46,FINANCE02,,,,VF01
100,OR1000000078000010,E0005,,469,2024-09-17,13:06:56,FINANCE01,,,,VF02
100,OR1000000079000010,E0001,,470,2024-03-23,10:51:21,SALEUSER3,,,,VA01
100,OR1000000079000010,E0002,,471,2024-04-12,12:25:46,WHOUSE01,,,,VL01N
100,OR1000000079000010,E0003,,472,2024-04-14,13:33:54,WHOUSE01,,,,VL02N
100,OR1000000079000010,E0004,,473,2024-04-13,07:18:19,FINANCE01,,,,VF01
100,OR1000000079000010,E0005,,474,2024-04-14,13:35:43,FINANCE01,,,,VF02
100,OR1000000080000010,E0001,,475,2024-04-23,08:29:58,SALEUSER3,,,,VA01
100,OR1000000080000010,E0002,,476,2024-05-17,16:33:39,WHOUSE01,,,,VL01N
100,OR1000000080000010,E0003,,477,2024-05-17,12:49:14,WHOUSE01,,,,VL02N
100,OR1000000080000010,E0004,,478,2024-05-22,15:53:03,FINANCE02,,,,VF01
100,OR1000000080000010,E0005,,479,2024-05-23,12:19:46,FINANCE01,,,,VF02
100,OR1000000081000010,E0001,,480,2024-01-12,16:14:45,SALEUSER1,,,,VA01
100,OR1000000081000010,E0002,,481,2024-01-23,12:39:21,WHOUSE02,,,,VL01N
100,OR1000000081000010,E0003,,482,2024-01-23,06:36:21,WHOUSE02,,,,VL02N
100,OR1000000081000010,E0004,,483,2024-01-28,11:30:01,FINANCE01,,,,VF01
100,OR1000000081000010,E0005,,484,2024-01-30,15:23:08,FINANCE01,,,,VF02
100,OR1000000081000020,E0001,,485,2024-01-12,06:38:17,SALEUSER1,,,,VA01
100,OR1000000081000020,E0002,,486,2024-01-23,09:39:54,WHOUSE02,,,,VL01N
100,OR1000000081000020,E0003,,487,2024-01-24,11:48:03,WHOUSE02,,,,VL02N
100,OR1000000081000020,E0004,,488,2024-01-28,06:33:43,FINANCE02,,,,VF01
100,OR1000000081000020,E0005,,489,2024-01-31,10:49:59,FINANCE01,,,,VF02
100,OR1000000082000010,E0001,,490,2024-02-08,07:55:48,SALEUSER1,,,,VA01
100,OR1000000082000010,E0002,,491,2024-02-25,17:23:20,WHOUSE01,,,,VL01N
100,OR1000000082000010,E0003,,492,2024-02-25,07:06:04,WHOUSE02,,,,VL02N
100,OR1000000082000010,E0004,,493,2024-03-03,07:54:29,FINANCE01,,,,VF01
100,OR1000000082000010,E0005,,494,2024-03-04,17:38:17,AUTOCLR,,,,VF02
100,OR1000000083000010,E0001,,495,2024-09-12,08:48:18,SALEUSER2,,,,VA01
100,OR1000000083000010,E0002,,496,2024-09-21,09:54:37,WHOUSE01,,,,VL01N
100,OR1000000083000010,E0003,,497,2024-09-23,10:46:21,WHOUSE01,,,,VL02N
100,OR1000000083000010,E0004,,498,2024-09-25,09:50:10,FINANCE01,,,,VF01
100,OR1000000083000010,E0005,,499,2024-09-27,12:04:30,AUTOCLR,,,,VF02
100,OR1000000084000010,E0001,,500,2024-02-23,15:51:36,SALEUSER3,,,,VA01
100,OR1000000084000010,E0002,,501,2024-03-11,10:01:45,WHOUSE02,,,,VL01N
100,OR1000000084000010,E0003,,502,2024-03-12,09:44:21,WHOUSE01,,,,VL02N
100,OR1000000084000010,E0004,,503,2024-03-12,10:06:37,FINANCE02,,,,VF01
100,OR1000000084000010,E0005,,504,2024-03-13,09:42:13,AUTOCLR,,,,VF02
100,OR1000000084000020,E0001,,505,2024-02-23,09:15:30,SALEUSER3,,,,VA01
100,OR1000000084000020,E0002,,506,2024-03-11,17:32:47,WHOUSE01,,,,VL01N
100,OR1000000084000020,E0003,,507,2024-03-12,17:50:03,WHOUSE02,,,,VL02N
100,OR1000000084000020,E0004,,508,2024-03-12,08:21:27,FINANCE02,,,,VF01
100,OR1000000084000020,E0005,,509,2024-03-13,08:29:01,FINANCE01,,,,VF02
100,OR1000000085000010,E0001,,510,2024-02-22,14:19:19,SALEUSER1,,,,VA01
100,OR1000000085000010,E0002,,511,2024-03-04,15:54:18,WHOUSE01,,,,VL01N
100,OR1000000085000010,E0003,,512,2024-03-06,14:05:41,WHOUSE01,,,,VL02N
100,OR1000000086000010,E0001,,513,2024-09-08,07:24:35,SALEUSER1,,,,VA01
100,OR1000000086000010,E0002,,514,2024-10-06,08:13:19,WHOUSE01,,,,VL01N
100,OR1000000086000010,E0003,,515,2024-10-07,09:58:52,WHOUSE02,,,,VL02N
100,OR1000000086000010,E0004,,516,2024-10-07,17:05:34,FINANCE01,,,,VF01
100,OR1000000086000010,E0005,,517,2024-10-08,08:33:28,FINANCE01,,,,VF02
100,OR1000000086000020,E0001,,518,2024-09-08,08:59:26,SALEUSER1,,,,VA01
100,OR1000000086000020,E0002,,519,2024-10-06,14:57:22,WHOUSE01,,,,VL01N
100,OR1000000086000020,E0003,,520,2024-10-06,10:00:56,WHOUSE01,,,,VL02N
100,OR1000000086000020,E0004,,521,2024-10-07,15:32:50,FINANCE01,,,,VF01
100,OR1000000086000020,E0005,,522,2024-10-09,11:00:11,FINANCE01,,,,VF02
100,OR1000000087000010,E0001,,523,2024-01-07,06:50:55,SALEUSER2,,,,VA01
100,OR1000000087000010,E0002,,524,2024-02-13,06:38:02,WHOUSE02,,,,VL01N
100,OR1000000087000010,E0003,,525,2024-02-15,09:04:56,WHOUSE02,,,,VL02N
100,OR1000000088000010,E0001,,526,2024-09-14,09:29:50,SALEUSER1,,,,VA01
100,OR1000000088000010,E0002,,527,2024-09-30,06:56:03,WHOUSE02,,,,VL01N
100,OR1000000088000010,E0003,,528,2024-10-02,08:48:48,WHOUSE02,,,,VL02N
100,OR1000000088000010,E0004,,529,2024-10-03,13:26:27,FINANCE01,,,,VF01
100,OR1000000088000010,E0005,,530,2024-10-05,15:55:44,FINANCE01,,,,VF02
100,OR1000000088000020,E0001,,531,2024-09-14,09:16:49,SALEUSER1,,,,VA01
100,OR1000000088000020,E0002,,532,2024-09-30,17:42:17,WHOUSE02,,,,VL01N
100,OR1000000088000020,E0003,,533,2024-10-01,07:03:15,WHOUSE02,,,,VL02N
100,OR1000000088000020,E0004,,534,2024-10-03,07:17:53,FINANCE02,,,,VF01
100,OR1000000088000020,E0005,,535,2024-10-05,08:08:11,AUTOCLR,,,,VF02
100,OR1000000089000010,E0001,,536,2024-09-09,10:16:04,SALEUSER1,,,,VA01
100,OR1000000089000010,I0002,,537,2024-09-10,08:45:44,SALEUSER1,,,,VA02
100,OR1000000089000010,I0002,X,538,2024-09-17,06:51:29,SALEUSER1,,,,VA02
100,OR1000000089000010,E0002,,539,2024-10-01,08:38:06,WHOUSE02,,,,VL01N
100,OR1000000089000010,E0003,,540,2024-10-03,12:55:22,WHOUSE01,,,,VL02N
100,OR1000000090000010,E0001,,541,2024-09-28,15:11:23,SALEUSER1,,,,VA01
100,OR1000000090000010,I0002,,542,2024-09-29,07:36:32,SALEUSER1,,,,VA02
100,OR1000000090000010,I0002,X,543,2024-10-13,13:02:15,SALEUSER1,,,,VA02
100,OR1000000090000010,E0002,,544,2024-11-04,07:03:48,WHOUSE02,,,,VL01N
100,OR1000000090000010,E0003,,545,2024-11-04,08:29:16,WHOUSE02,,,,VL02N
100,OR1000000091000010,E0001,,546,2024-04-03,09:29:01,SALEUSER3,,,,VA01
100,OR1000000091000010,E0002,,547,2024-05-10,16:52:40,WHOUSE02,,,,VL01N
100,OR1000000091000010,E0003,,548,2024-05-10,06:31:46,WHOUSE02,,,,VL02N
100,OR1000000091000010,E0004,,549,2024-05-17,06:15:12,FINANCE02,,,,VF01
100,OR1000000091000010,E0005,,550,2024-05-19,12:32:28,FINANCE01,,,,VF02
100,OR1000000091000020,E0001,,551,2024-04-03,16:10:08,SALEUSER3,,,,VA01
100,OR1000000091000020,E0002,,552,2024-05-10,17:48:51,WHOUSE02,,,,VL01N
100,OR1000000091000020,E0003,,553,2024-05-12,10:04:52,WHOUSE02,,,,VL02N
100,OR1000000091000020,E0004,,554,2024-05-17,06:41:36,FINANCE02,,,,VF01
100,OR1000000091000020,E0005,,555,2024-05-19,16:42:25,FINANCE01,,,,VF02
100,OR1000000092000010,E0001,,556,2024-08-02,12:34:09,SALEUSER2,,,,VA01
100,OR1000000092000010,E0006,,557,2024-08-03,14:20:38,SALEUSER3,,,,VA02
100,OR1000000093000010,E0001,,558,2024-09-14,10:01:30,SALEUSER2,,,,VA01
100,OR1000000093000010,E0002,,559,2024-10-06,12:08:15,WHOUSE02,,,,VL01N
100,OR1000000093000010,E0003,,560,2024-10-08,08:57:41,WHOUSE02,,,,VL02N
100,OR1000000093000010,E0004,,561,2024-10-10,16:44:29,FINANCE01,,,,VF01
100,OR1000000093000010,E0005,,562,2024-10-11,10:45:06,FINANCE01,,,,VF02
100,OR1000000094000010,E0001,,563,2024-09-26,16:26:27,SALEUSER1,,,,VA01
100,OR1000000094000010,E0002,,564,2024-10-20,17:46:51,WHOUSE02,,,,VL01N
100,OR1000000094000010,E0003,,565,2024-10-20,10:07:19,WHOUSE01,,,,VL02N
100,OR1000000094000010,E0004,,566,2024-10-24,15:12:23,FINANCE01,,,,VF01
100,OR1000000094000010,E0005,,567,2024-10-25,15:58:29,FINANCE01,,,,VF02
100,OR1000000094000020,E0001,,568,2024-09-26,08:48:44,SALEUSER1,,,,VA01
100,OR1000000094000020,E0002,,569,2024-10-20,08:40:43,WHOUSE02,,,,VL01N
100,OR1000000094000020,E0003,,570,2024-10-20,17:16:16,WHOUSE02,,,,VL02N
100,OR1000000094000020,E0004,,571,2024-10-24,15:17:31,FINANCE02,,,,VF01
100,OR1000000094000020,E0005,,572,2024-10-27,13:31:28,AUTOCLR,,,,VF02
100,OR1000000095000010,E0001,,573,2024-09-08,11:01:52,SALEUSER2,,,,VA01
100,OR1000000095000010,I0002,,574,2024-09-09,08:15:42,SALEUSER2,,,,VA02
100,OR1000000095000010,E0002,,575,2024-09-28,17:17:04,WHOUSE01,,,,VL01N
100,OR1000000095000010,E0003,,576,2024-09-30,17:29:20,WHOUSE01,,,,VL02N
100,OR1000000096000010,E0001,,577,2024-01-23,07:00:48,SALEUSER1,,,,VA01
100,OR1000000096000010,E0002,,578,2024-02-13,12:18:19,WHOUSE01,,,,VL01N
100,OR1000000096000010,E0003,,579,2024-02-14,07:32:17,WHOUSE02,,,,VL02N
100,OR1000000096000010,E0004,,580,2024-02-15,06:47:47,FINANCE02,,,,VF01
100,OR1000000096000010,E0005,,581,2024-02-16,17:21:08,AUTOCLR,,,,VF02
100,OR1000000096000020,E0001,,582,2024-01-23,09:37:06,SALEUSER1,,,,VA01
100,OR1000000096000020,E0002,,583,2024-02-13,08:21:23,WHOUSE02,,,,VL01N
100,OR1000000096000020,E0003,,584,2024-02-13,10:25:50,WHOUSE02,,,,VL02N
100,OR1000000096000020,E0004,,585,2024-02-15,09:11:08,FINANCE01,,,,VF01
100,OR1000000096000020,E0005,,586,2024-02-18,11:22:50,FINANCE01,,,,VF02
100,OR1000000097000010,E0001,,587,2024-08-14,08:38:54,SALEUSER1,,,,VA01
100,OR1000000097000010,E0002,,588,2024-08-25,14:46:51,WHOUSE01,,,,VL01N
100,OR1000000097000010,E0003,,589,2024-08-25,14:11:15,WHOUSE01,,,,VL02N
100,OR1000000097000010,E0004,,590,2024-08-30,10:36:58,FINANCE01,,,,VF01
100,OR1000000097000010,E0005,,591,2024-08-31,15:38:17,FINANCE01,,,,VF02
100,OR1000000098000010,E0001,,592,2024-01-09,08:32:02,SALEUSER2,,,,VA01
100,OR1000000098000010,E0002,,593,2024-01-16,15:03:07,WHOUSE01,,,,VL01N
100,OR1000000098000010,E0003,,594,2024-01-18,09:45:21,WHOUSE01,,,,VL02N
100,OR1000000098000010,E0004,,595,2024-01-18,10:22:53,FINANCE02,,,,VF01
100,OR1000000098000010,E0005,,596,2024-01-20,06:43:13,AUTOCLR,,,,VF02
100,OR1000000099000010,E0001,,597,2024-08-05,06:46:55,SALEUSER2,,,,VA01
100,OR1000000099000010,E0002,,598,2024-08-23,14:47:51,WHOUSE02,,,,VL01N
100,OR1000000099000010,E0003,,599,2024-08-23,13:40:32,WHOUSE01,,,,VL02N
100,OR1000000099000010,E0004,,600,2024-08-24,08:36:21,FINANCE02,,,,VF01
100,OR1000000099000010,E0005,,601,2024-08-25,14:41:10,AUTOCLR,,,,VF02
